customer_tweet_id,customer_tweet,customer_created_at,customer_in_response_to_tweet_id,brand_reply_id,brand_reply,brand_created_at,has_link,customer_tweet_clean,brand_reply_clean
2667968,"@115830 after all the problems that you caused with my delivery, I’ve not found out you’ve blocked the Echo’s!!!",Sun Nov 19 10:10:11 +0000 2017,,2667967,"@344311 Sorry to hear that, please contact us here: https://t.co/JzP7hlRCV9 so an agent can look into this for you. ^JJ",Sun Nov 19 10:12:31 +0000 2017,True,"after all the problems that you caused with my delivery, I’ve not found out you’ve blocked the Echo’s!!!","Sorry to hear that, please contact us here: <URL> so an agent can look into this for you. ^JJ"
2873317,@115821 you send me the wrong phone 2 times in a row 😡,Tue Nov 28 03:40:53 +0000 2017,,2873316,"@797729 On no! I'm so sorry you received the wrong item. Have you contacted us regarding this yet? If so, what options were offered?",Tue Nov 28 03:53:32 +0000 2017,False,you send me the wrong phone 2 times in a row 😡,"On no! I'm so sorry you received the wrong item. Have you contacted us regarding this yet? If so, what options were offered?"
2942036,"@115830 what a joke.... I ordered an item on Friday 24th, and delivery due 29/11-01/12.. i checked the tracker and it has not even been dispatched yet, so i emailed asking why.... i have been told that it is out of stock.... Why did it not say when i place the order? (1)",Wed Nov 29 13:50:57 +0000 2017,,2942035,"@215492 We want you to have a good experience with us, Jamie! We still intend on delivering your order within the given time frame. Keep in mind, orders can be dispatched and delivered in the same day! Please let us know if you haven't received your order by 01/12. ^KJ",Wed Nov 29 14:03:00 +0000 2017,False,"what a joke.... I ordered an item on Friday 24th, and delivery due 29/11-01/12.. i checked the tracker and it has not even been dispatched yet, so i emailed asking why.... i have been told that it is out of stock.... Why did it not say when i place the order? (1)","We want you to have a good experience with us, Jamie! We still intend on delivering your order within the given time frame. Keep in mind, orders can be dispatched and delivered in the same day! Please let us know if you haven't received your order by 01/12. ^KJ"
789035,@AmazonHelp it does not take a week to send my order out I am so mad and angry that my order is not with me how much longer will it be?????,Thu Oct 12 11:06:04 +0000 2017,,789033,@210552 That's not what we want to hear! Has there been any update on your tracking listed here:  https://t.co/aaDyEz1VgE ^KM,Thu Oct 12 11:24:00 +0000 2017,True,it does not take a week to send my order out I am so mad and angry that my order is not with me how much longer will it be?????,That's not what we want to hear! Has there been any update on your tracking listed here: <URL> ^KM
2770648,Didn't realise anything was fishy until it asked me to confirm my mum's maiden name and bank details. @115821 customers beware #scam https://t.co/AOtgaaVjzT,Tue Nov 21 13:22:39 +0000 2017,,2770647,@774534 Yes. That doesn't look like something we'd send. Thank you for highlighting Siobhan. Here's more information: http:https://t.co/szbmOSyVzs ^PK,Tue Nov 21 13:26:00 +0000 2017,True,Didn't realise anything was fishy until it asked me to confirm my mum's maiden name and bank details. customers beware #scam <URL>,Yes. That doesn't look like something we'd send. Thank you for highlighting Siobhan. Here's more information: http:<URL> ^PK
2103003,When you order A4 display folders from @115821 five boys stationary and receive A5!! #cantusethese https://t.co/nX5LC1biU0,Wed Nov 08 11:37:42 +0000 2017,,2103002,@360837 I'm sorry to see this! Have you checked available refund/replacement options here: https://t.co/aaDyEz1VgE ? ^TH,Wed Nov 08 11:44:50 +0000 2017,True,When you order A4 display folders from five boys stationary and receive A5!! #cantusethese <URL>,I'm sorry to see this! Have you checked available refund/replacement options here: <URL> ? ^TH
989935,I want to file a complaint to @40783. @115830 have charged me for a subscription that I was not aware of. Stop traps for easy money!,Sat Nov 25 10:49:37 +0000 2017,,989933,"@354443 Hi, have you been in touch with us already about this: https://t.co/JzP7hlA23B?^MA",Sat Nov 25 10:54:57 +0000 2017,True,I want to file a complaint to . have charged me for a subscription that I was not aware of. Stop traps for easy money!,"Hi, have you been in touch with us already about this: <URL>"
1468383,And then I came home from passport shite to find that Amazon Logistics decided to stack 4 boxes IN my succulent pots. 😭 I can’t win today.,Thu Nov 02 23:52:56 +0000 2017,,1468381,"@460827 I'm sorry your packages were on your plants! When you're able to, please provide more info here: https://t.co/aMHLZYw5aW ^TN",Fri Nov 03 00:05:25 +0000 2017,True,And then I came home from passport shite to find that Amazon Logistics decided to stack 4 boxes IN my succulent pots. 😭 I can’t win today.,"I'm sorry your packages were on your plants! When you're able to, please provide more info here: <URL> ^TN"
2412576,"@AmazonHelp According to the offer, I added money to my amazon pay account but I didn't get the cash back of 100. Please look into the issue.",Tue Nov 14 16:49:09 +0000 2017,,2412575,@693569 Sorry for any inconvenience. Have you tried contacting our support team here: https://t.co/vlvfJr4nN9 ? ^MP,Tue Nov 14 17:05:34 +0000 2017,True,"According to the offer, I added money to my amazon pay account but I didn't get the cash back of 100. Please look into the issue.",Sorry for any inconvenience. Have you tried contacting our support team here: <URL> ? ^MP
2434847,"@115850 bring some latest clothing ,Bored with the Old stuff being sold...",Sat Nov 04 17:13:51 +0000 2017,,2434846,@698662 Sure thing! I've noted your comments and will be sure to forward this as a feedback internally. ^MP,Sat Nov 04 17:41:03 +0000 2017,False,"bring some latest clothing ,Bored with the Old stuff being sold...",Sure thing! I've noted your comments and will be sure to forward this as a feedback internally. ^MP
1195821,Hey @115821 this probably wasn't a great way to ship a battery. Also the driver threw it on my porch. 😠 #amazon @AmazonHelp #Lithium https://t.co/xysyBU5yYJ,Wed Oct 25 01:40:18 +0000 2017,,1195819,@400976 I'm sorry to hear about experience! Can you let us know who the carrier was for this delivery: https://t.co/Y5jpI9ys9c? ^EB,Wed Oct 25 02:17:53 +0000 2017,True,Hey this probably wasn't a great way to ship a battery. Also the driver threw it on my porch. 😠 #amazon #Lithium <URL>,I'm sorry to hear about experience! Can you let us know who the carrier was for this delivery: <URL> ^EB
1612058,Hahahaha ...happy to see sorry message again @115850 @AmazonHelp @115821 https://t.co/0M2f0UwKG5,Sun Nov 05 12:00:14 +0000 2017,,1612057,@482230 Your write back will help us to reach you with the latest update. Kindly reply to the email you've received from our team. ^AP,Sun Nov 05 12:16:31 +0000 2017,False,Hahahaha ...happy to see sorry message again <URL>,Your write back will help us to reach you with the latest update. Kindly reply to the email you've received from our team. ^AP
74811,@AmazonHelp hi! I made an order on Black Friday with a cancelled card and the price has gone back up 🙈 Can I pay with a working card?,Thu Nov 30 10:54:41 +0000 2017,,74810,"@132744 Hi Laura! You can place the order again however, we won't be able to match the discounted price.^CN",Thu Nov 30 10:59:27 +0000 2017,False,hi! I made an order on Black Friday with a cancelled card and the price has gone back up 🙈 Can I pay with a working card?,"Hi Laura! You can place the order again however, we won't be able to match the discounted price.^CN"
2395766,@115850 Is the offer of 15% back upto RS.300 14-20nov using amazon pay is applicable with amazon pantry items also??,Tue Nov 14 11:40:02 +0000 2017,,2395764,"@689664 I've checked offer terms here : https://t.co/SM8PwBxPLb, however, is doesn't specify anything about pantry items. Please check with our support team : https://t.co/vlvfJr4nN9, for more clarification on the same before placing the order. ^AS",Tue Nov 14 12:16:02 +0000 2017,True,Is the offer of 15% back upto RS.<PHONE>nov using amazon pay is applicable with amazon pantry items also??,"I've checked offer terms here : <URL> however, is doesn't specify anything about pantry items. Please check with our support team : <URL> for more clarification on the same before placing the order. ^AS"
789032,"@AmazonHelp Thank you very much for righting a wrong that wasn't even your fault! The ""lost"" package you resent to me arrived last night.",Thu Oct 12 11:08:49 +0000 2017,,789031,"@308156 That's good to hear, thanks for the update. ^JJ",Thu Oct 12 11:25:35 +0000 2017,False,"Thank you very much for righting a wrong that wasn't even your fault! The ""lost"" package you resent to me arrived last night.","That's good to hear, thanks for the update. ^JJ"
2367953,@AmazonHelp one of my items in my order wasn’t included in my delivery even though it said it should be. Could you look into it please?,Mon Nov 13 23:24:03 +0000 2017,,2367952,@511192 I'm sorry for the missing item from your order. Please reach out to us by phone or chat here: https://t.co/JzP7hlA23B. ^RR,Mon Nov 13 23:31:32 +0000 2017,True,one of my items in my order wasn’t included in my delivery even though it said it should be. Could you look into it please?,I'm sorry for the missing item from your order. Please reach out to us by phone or chat here: <URL> ^RR
1498508,Thanks @115821 for the dented signed copy of @127390's Turtles All The Way Down :/ https://t.co/7d95kh0VvB,Fri Nov 03 12:58:46 +0000 2017,,1498507,"@467926 Hi, sorry to see that. What Amazon website did you use to place the order? https://t.co/1fz78PNFM0? ^JJ",Fri Nov 03 13:02:26 +0000 2017,True,Thanks for the dented signed copy of 's Turtles All The Way Down :/ <URL>,"Hi, sorry to see that. What Amazon website did you use to place the order? <URL> ^JJ"
2316535,"@115850 Hi Team, Please suggest how to sell my products on Amazon and how it life cycle work in Amazon. I looking forward for your reply. Thanks!",Mon Nov 13 05:40:08 +0000 2017,,2316533,@671660 Thanks for showing interest in being a seller at Amazon. Kindly reach out to our seller support team here:https://t.co/hITbmQR9U6 &amp; they'll guide you through the process. ^EM,Mon Nov 13 05:56:28 +0000 2017,True,"Hi Team, Please suggest how to sell my products on Amazon and how it life cycle work in Amazon. I looking forward for your reply. Thanks!",Thanks for showing interest in being a seller at Amazon. Kindly reach out to our seller support team here:<URL> & they'll guide you through the process. ^EM
1350304,"@AmazonHelp I really cannot believe I'm dealing with the same Amazon! I never had a bad a experience with Amazon before this, what happened?",Fri Oct 27 17:42:28 +0000 2017,,1350303,"@434871 Apologies for any ordeal, Emad. Could you let us know what went wrong? We'd like to look into it. ^HD",Fri Oct 27 17:51:36 +0000 2017,False,"I really cannot believe I'm dealing with the same Amazon! I never had a bad a experience with Amazon before this, what happened?","Apologies for any ordeal, Emad. Could you let us know what went wrong? We'd like to look into it. ^HD"
2966443,Worst customer service ever goes to @115830,Wed Nov 29 22:53:03 +0000 2017,,2966442,@818386 I'm so sorry you for the poor experience when you reached out to us. This is not the service we strive for. Without providing any account details can you let us know what's going on? We'd love to help in any way we can. ^EB,Wed Nov 29 22:55:05 +0000 2017,False,Worst customer service ever goes to,I'm so sorry you for the poor experience when you reached out to us. This is not the service we strive for. Without providing any account details can you let us know what's going on? We'd love to help in any way we can. ^EB
1229180,@AmazonHelp @116618  purchased 2nd season of Dirk Gently. It's telling me I can't watch it. Not available in your location. Help!,Mon Oct 16 01:01:43 +0000 2017,,1229177,@368132 I'm sorry for the trouble! Please make sure your set to the US using the guidance here: https://t.co/0c0hpNsCgd ^ST,Mon Oct 16 01:12:00 +0000 2017,True,purchased 2nd season of Dirk Gently. It's telling me I can't watch it. Not available in your location. Help!,I'm sorry for the trouble! Please make sure your set to the US using the guidance here: <URL> ^ST
581146,@AmazonHelp I have had a refund stuck for almost 2 months now. Can I get a contact form?,Sun Dec 03 12:28:32 +0000 2017,,581145,@193224 I'm sorry about the delay in refund. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,Sun Dec 03 12:38:00 +0000 2017,True,I have had a refund stuck for almost 2 months now. Can I get a contact form?,I'm sorry about the delay in refund. Kindly share your details here: <URL> and I'll look into this. ^SG
1470385,@AmazonHelp trying to set up my firestick but the remote won’t pair with the device tried changing batteries but still not working,Mon Oct 16 20:18:30 +0000 2017,,1470383,@308730 EEK! Check out our help pages here: https://t.co/Tyx8W0OYyg Let us know how it goes! ^DA,Mon Oct 16 20:32:28 +0000 2017,True,trying to set up my firestick but the remote won’t pair with the device tried changing batteries but still not working,EEK! Check out our help pages here: <URL> Let us know how it goes! ^DA
1137427,@115850 I am trying to place an order through emi. Am selecting the option of 6 months but when it goes ahead it shows full amount. Help,Wed Oct 25 07:53:43 +0000 2017,,1137426,@387914 : https://t.co/r8OjOjMdND and we'll look into this for you. (2/2) ^VM,Wed Oct 25 08:18:49 +0000 2017,True,I am trying to place an order through emi. Am selecting the option of 6 months but when it goes ahead it shows full amount. Help,: <URL> and we'll look into this for you. (2/2) ^VM
2640910,@AmazonHelp I'm less than impressed with my Amazon Fire. Is there a book about making it better? Getting did of apps that aren't needed. Sharing #Audible with family. Might return this device soon. #irritated,Fri Nov 17 21:33:27 +0000 2017,,2640909,"@463802 I'm sorry for the trouble with your Fire Tablet. Are you trying to delete pre-installed apps or ones you've added? Also, which tablet are you using? You can compare them here: https://t.co/5u6sa3bAEU ^BH",Fri Nov 17 21:54:30 +0000 2017,True,I'm less than impressed with my Amazon Fire. Is there a book about making it better? Getting did of apps that aren't needed. Sharing #Audible with family. Might return this device soon. #irritated,"I'm sorry for the trouble with your Fire Tablet. Are you trying to delete pre-installed apps or ones you've added? Also, which tablet are you using? You can compare them here: <URL> ^BH"
331299,@115850 please don't partner with @145529 docket: 589569514 shows assured delivery as 7th October and not even out for delivery,Sat Oct 07 17:59:37 +0000 2017,,331298,"@194884 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH",Sat Oct 07 18:26:35 +0000 2017,False,please don't partner with docket: <PHONE> shows assured delivery as 7th October and not even out for delivery,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^ZH"
1319836,Shout out to @115830 customer service. Spot on as always.,Fri Oct 27 08:53:01 +0000 2017,,1319835,@428192 Thanks for the shout-out! ^BM,Fri Oct 27 08:58:37 +0000 2017,False,Shout out to customer service. Spot on as always.,Thanks for the shout-out! ^BM
1013762,Always happy with @115830 speedy weekend deliveries but wow the excessive #packaging  needs addressing! One squash racket! Really? https://t.co/4gaVywaIhd,Sun Oct 22 18:08:12 +0000 2017,,1013761,"@359874 We’re always looking to improve, and would love for our Packaging team to hear about this: https://t.co/VYinhXnmMB ^ST",Sun Oct 22 18:37:29 +0000 2017,True,Always happy with speedy weekend deliveries but wow the excessive #packaging needs addressing! One squash racket! Really? <URL>,"We’re always looking to improve, and would love for our Packaging team to hear about this: <URL> ^ST"
244742,@115821 when I pay 23.54 I don't expect 32.54 to be taken. On hold now for 28 minutes to sort it so far. Now been cut off!!!!!,Tue Oct 03 09:23:02 +0000 2017,,244740,@174129 Which Amazon website was the charge taken on? ^KM,Tue Oct 03 09:40:52 +0000 2017,False,when I pay 23.54 I don't expect 32.54 to be taken. On hold now for 28 minutes to sort it so far. Now been cut off!!!!!,Which Amazon website was the charge taken on? ^KM
2252806,When you order something on @115821 with next day delivery and they decide maybe the 14th is better..um no hun 🙅🏻‍♀️,Fri Nov 10 21:00:56 +0000 2017,,2252805,"@656292 Are you referring to the date quoted at checkout, or did your item get delayed post order? ^NC",Fri Nov 10 21:07:00 +0000 2017,False,When you order something on with next day delivery and they decide maybe the 14th is better..um no hun 🙅🏻‍♀️,"Are you referring to the date quoted at checkout, or did your item get delayed post order? ^NC"
1302360,"Way to change your delivery fees, @117795.... now I get to pay to not get my stuff within the promised 2 hours. 😡",Thu Oct 26 23:54:41 +0000 2017,,1302359,@424357 I'm sorry you haven't received your order. We'd like to speak with you in real time about this here: https://t.co/hApLpM3Ejd ^DG,Fri Oct 27 00:32:27 +0000 2017,True,"Way to change your delivery fees, .... now I get to pay to not get my stuff within the promised 2 hours. 😡",I'm sorry you haven't received your order. We'd like to speak with you in real time about this here: <URL> ^DG
2124825,@116618 care to explain why your app no longer works for no apparent reason?,Wed Nov 08 18:13:40 +0000 2017,,2124824,"@582277 We're here to help if we can! What device are you using? Also, are you getting any error message? ^TR",Wed Nov 08 18:15:57 +0000 2017,False,care to explain why your app no longer works for no apparent reason?,"We're here to help if we can! What device are you using? Also, are you getting any error message? ^TR"
113766,@6539 spent an hour trying to buy on line but your site keeps crashing!! #crapfriday @115821,Thu Nov 23 20:41:51 +0000 2017,,113765,@141268 I'm sorry for the frustration! We're available to assist. I recommend clearing the cache and cookies for your web browser. Then sign in and try again. ^SJ,Thu Nov 23 20:52:27 +0000 2017,False,spent an hour trying to buy on line but your site keeps crashing!! #crapfriday,I'm sorry for the frustration! We're available to assist. I recommend clearing the cache and cookies for your web browser. Then sign in and try again. ^SJ
288982,@115830 could someone please help with a delivery that seems to have got lost?,Mon Sep 25 22:30:45 +0000 2017,,288980,"@184861 Oh no! We'd be happy to look into this with you. When you have a chance, click here: https://t.co/JzP7hlA23B ^JA",Mon Sep 25 22:38:37 +0000 2017,True,could someone please help with a delivery that seems to have got lost?,"Oh no! We'd be happy to look into this with you. When you have a chance, click here: <URL> ^JA"
230847,"Pathetic Customer Service @115850 ! Facing mental agony daily. Complaint -  https://t.co/4SW5xAZrJx 
Even after filling the form @AmazonHelp asked me to, I got same wrong &amp; generic response where Amazon associate didn't even read my complaint.",Thu Oct 05 09:14:16 +0000 2017,,230846,@170118 Sorry for the trouble. Kindly revert to the email sent from our team and we'll get back to you at the earliest. ^PS,Thu Oct 05 10:11:00 +0000 2017,False,"Pathetic Customer Service ! Facing mental agony daily. Complaint - <URL> Even after filling the form asked me to, I got same wrong & generic response where Amazon associate didn't even read my complaint.",Sorry for the trouble. Kindly revert to the email sent from our team and we'll get back to you at the earliest. ^PS
2302073,"@115821 Thinking about dropping Prime after 12 yrs. Late packages via #amzl is one thing, but now I've had several just ""lost in transit?""",Thu Oct 19 20:40:10 +0000 2017,,2302072,@668074 I'm sorry to hear this! We'd like to have a specialist look in to this. Pls leave your details here: https://t.co/TBpcVt1r5r ^KN,Thu Oct 19 20:48:36 +0000 2017,True,"Thinking about dropping Prime after 12 yrs. Late packages via #amzl is one thing, but now I've had several just ""lost in transit?""",I'm sorry to hear this! We'd like to have a specialist look in to this. Pls leave your details here: <URL> ^KN
494915,"If ordering from Amazon make sure there's no extra money in the account.They will take it and ""can't repay it for two weeks due to our systems"". Literally,  the computer says no! Delivery drivers also left two ipads on the doorstep without knocking. 
#amazonhelp",Fri Dec 01 17:47:42 +0000 2017,,494914,"@233028 I'm sorry for the frustration! We'd like to look into this further with you and take your carrier feedback. When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",Fri Dec 01 17:50:38 +0000 2017,True,"If ordering from Amazon make sure there's no extra money in the account.They will take it and ""can't repay it for two weeks due to our systems"". Literally, the computer says no! Delivery drivers also left two ipads on the doorstep without knocking. #amazonhelp","I'm sorry for the frustration! We'd like to look into this further with you and take your carrier feedback. When you have a moment, please contact us by phone or chat here: <URL> ^AC"
1033754,@115850  your customer care is amazing till yesterday they said it will deliver by 8 today they are saying your parcel got lost,Mon Oct 23 05:51:23 +0000 2017,,1033753,@364565 here: https://t.co/beaaDm0muc I'll look into it right away. 2/2 ^AR,Mon Oct 23 06:02:00 +0000 2017,True,your customer care is amazing till yesterday they said it will deliver by 8 today they are saying your parcel got lost,here: <URL> I'll look into it right away. 2/2 ^AR
2832839,@115830 my account has been locked tried talking to someone but phones playing up. Please help.,Mon Nov 27 13:59:10 +0000 2017,,2832840,"@788657 Oh no! Try reaching us here; https://t.co/JzP7hlA23B so we can take a look into this for you.
^AV",Mon Nov 27 14:02:30 +0000 2017,True,my account has been locked tried talking to someone but phones playing up. Please help.,Oh no! Try reaching us here; <URL> so we can take a look into this for you. ^AV
2538876,@115821 worst service ever in Spain. .. 3 days after and I've not received my pack I'm so disappointed,Thu Nov 16 10:01:11 +0000 2017,,2538873,@422019 I'm sorry for this experience. Was this item shipped and sold from Amazon or a Third-Party seller? ^AZ,Thu Nov 16 10:10:27 +0000 2017,False,worst service ever in Spain. .. 3 days after and I've not received my pack I'm so disappointed,I'm sorry for this experience. Was this item shipped and sold from Amazon or a Third-Party seller? ^AZ
1668843,@115850 @AmazonHelp If ur delivery is so poor..accept it but dnt lie tat we couldn't reach u. Still waiting for my order to come. Pls Help https://t.co/zd23LUUKEL,Mon Nov 06 12:19:17 +0000 2017,,1668842,"@133241 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 3/3",Mon Nov 06 12:29:40 +0000 2017,False,If ur delivery is so poor..accept it but dnt lie tat we couldn't reach u. Still waiting for my order to come. Pls Help <URL>,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 3/3"
1041814,What the heck @115821 @AmazonHelp Where is my package exactly?? https://t.co/KGA62wmmHb,Tue Nov 21 00:28:05 +0000 2017,,1041812,"@366378 I'm sorry to see this tracking error! We'd like to take a closer look at the order, and contact the carrier on your behalf. Please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS",Tue Nov 21 00:36:44 +0000 2017,True,What the heck Where is my package exactly?? <URL>,"I'm sorry to see this tracking error! We'd like to take a closer look at the order, and contact the carrier on your behalf. Please reach us via phone or chat here: <URL> ^JS"
725942,"@115821 @AmazonHelp got an email from streamandwin &lt;__email__&gt;, is it a valid amazon address? #Amazon",Wed Oct 11 03:22:41 +0000 2017,,725941,"@293897 We'd like to look into it. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ, we'll get back to you soon. ^AP",Wed Oct 11 05:04:24 +0000 2017,True,"got an email from streamandwin <__email__>, is it a valid amazon address? #Amazon",We'd like to look into it. Kindly reach out to our support team here: <URL> we'll get back to you soon. ^AP
1279792,@AmazonHelp Hi! :D I did a order 5 days ago And its still not schipped :( my order is Order # 113-2164223-5157805 Allready thx :),Thu Oct 26 16:45:57 +0000 2017,,1279790,"@322288 Hi, Brian! 😊 We don't have access to order details via Twitter. What delivery date were you given via checkout/e-mail? ^WJ",Thu Oct 26 16:51:35 +0000 2017,False,Hi! :D I did a order 5 days ago And its still not schipped :( my order is Order # <PHONE> Allready thx :),"Hi, Brian! 😊 We don't have access to order details via Twitter. What delivery date were you given via checkout/e-mail? ^WJ"
1546352,"@115850 Refund not processed,refund request placed before 3 months.i need to talk wiith amazon executive but my mobile number blocked.",Sat Nov 04 06:36:58 +0000 2017,,1546350,"@478851 Sorry to know you haven't received your refund yet, you can chat or email us here: https://t.co/TdDksLo6Mf. ^PS",Sat Nov 04 06:58:27 +0000 2017,True,"Refund not processed,refund request placed before 3 months.i need to talk wiith amazon executive but my mobile number blocked.","Sorry to know you haven't received your refund yet, you can chat or email us here: <URL> ^PS"
1152523,"@AmazonHelp I ordered an item, package tracking says it was delivered 90 min ago - but it's not here.  Help!",Tue Oct 24 17:24:36 +0000 2017,,1152522,@391217 Oh no! Have you done all the steps found on this help page about locating a missing package: https://t.co/gqSmOhsbTh? ^GL,Tue Oct 24 17:29:01 +0000 2017,True,"I ordered an item, package tracking says it was delivered 90 min ago - but it's not here. Help!",Oh no! Have you done all the steps found on this help page about locating a missing package: <URL> ^GL
264393,"@115850 @40827 delivered defective product on orderid 4__credit_card__ ,ordrd replacement, but bluedirt not picking up my return and also not recieving calls.. Pathetic replacement service by amazon",Wed Nov 08 07:51:50 +0000 2017,,264392,"@179002 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.2/2^AR",Wed Nov 08 08:02:33 +0000 2017,False,"delivered defective product on orderid 4__credit_card__ ,ordrd replacement, but bluedirt not picking up my return and also not recieving calls.. Pathetic replacement service by amazon","Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.2/2^AR"
2184774,@115830  Hi you guys! Are you guys also having a supplier issue with the Taylor Swift #Reputation magazines? It’s just my acc says it’s arriving tomorrow but I’ve had no dispatch email.  Thanks!,Thu Nov 09 17:39:04 +0000 2017,,2184772,"@639888 If you haven't received a dispatch notice or the estimated delivery date passes without an update, please let us know so we can look into this on your behalf! ^WM",Thu Nov 09 17:48:00 +0000 2017,False,Hi you guys! Are you guys also having a supplier issue with the Taylor Swift #Reputation magazines? It’s just my acc says it’s arriving tomorrow but I’ve had no dispatch email. Thanks!,"If you haven't received a dispatch notice or the estimated delivery date passes without an update, please let us know so we can look into this on your behalf! ^WM"
2176277,So @115830 Please explain why your customer service lies to customers and why you use the god awful @122232 who fail to deliver 4 times??,Thu Oct 19 12:17:57 +0000 2017,,2176275,"@637970 I'm sorry for the poor experience. Without including account info, would you mind telling us more about what's happened? ^RA",Thu Oct 19 12:28:25 +0000 2017,False,So Please explain why your customer service lies to customers and why you use the god awful who fail to deliver 4 times??,"I'm sorry for the poor experience. Without including account info, would you mind telling us more about what's happened? ^RA"
393579,@115850 FANCY PAPER BAG SPECIAL TEXTURED GIFT BAG (PACK OF 10) 15cm X 6cm X 20cm https://t.co/QomVCq8zqT charge was charged 5 times.,Mon Oct 09 16:58:26 +0000 2017,,393578,@209221 Please report this to our support team here: https://t.co/vlvfJr4nN9. ^HA,Mon Oct 09 17:18:00 +0000 2017,True,FANCY PAPER BAG SPECIAL TEXTURED GIFT BAG (PACK OF 10) 15cm X 6cm X 20cm <URL> charge was charged 5 times.,Please report this to our support team here: <URL> ^HA
2151024,@AmazonHelp 3rd day in a row delivery failed - continuous after biz hours attempts. Customer service won't cancel my order. I don't have my items. What am I supposed to do here.,Thu Nov 09 01:19:44 +0000 2017,,2151022,@632161 I'm so sorry for the frustration! Who is the carrier for this order? You can view that here: https://t.co/Y5jpI9gRhE ^DG,Thu Nov 09 01:24:33 +0000 2017,True,3rd day in a row delivery failed - continuous after biz hours attempts. Customer service won't cancel my order. I don't have my items. What am I supposed to do here.,I'm so sorry for the frustration! Who is the carrier for this order? You can view that here: <URL> ^DG
1375717,"@AmazonHelp i dont even know how long i've been a customer (almost 2 decades), but  because of amazon logistics, #byefelicia",Sat Oct 28 01:33:10 +0000 2017,,1375716,@222958 I'm sorry for the delivery trouble! We'd like to take a further look. Please provide more info here: https://t.co/HjydDJkjoA ^LR,Sat Oct 28 01:51:29 +0000 2017,True,"i dont even know how long i've been a customer (almost 2 decades), but because of amazon logistics, #byefelicia",I'm sorry for the delivery trouble! We'd like to take a further look. Please provide more info here: <URL> ^LR
1815578,@AmazonHelp aye hit my inbox real quick. i have an issue,Mon Oct 16 02:14:06 +0000 2017,,1815576,@545394 Please send us a DM so we can lend a hand. Please don't include account or order info as we can't view those via Twitter. ^DO https://t.co/1XyLaGkcaN,Mon Oct 16 02:26:35 +0000 2017,True,aye hit my inbox real quick. i have an issue,Please send us a DM so we can lend a hand. Please don't include account or order info as we can't view those via Twitter. ^DO <URL>
1499924,@115821 @115850 I created this account to complain for a empty box recieved and amazon declining to serve the customer,Fri Nov 03 14:20:46 +0000 2017,,1499922,@468222 I apologize for this. May I know if you've contacted our support team regarding this? ^SK,Fri Nov 03 15:00:37 +0000 2017,False,I created this account to complain for a empty box recieved and amazon declining to serve the customer,I apologize for this. May I know if you've contacted our support team regarding this? ^SK
2308340,"Hi @115850 
I have nt received my order 171-4857421-5058729 &amp; 171-9807738-0205921 bt still it is showing delivered. Trying 2 reach agent’s number 9911503432 bt it is out of reach or switched off. https://t.co/mOqo6rd7cU",Mon Nov 13 01:50:56 +0000 2017,,2308339,"@669577 Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SM (2/2)",Mon Nov 13 01:58:28 +0000 2017,False,Hi I have nt received my order <PHONE> & <PHONE> bt still it is showing delivered. Trying 2 reach agent’s number <PHONE> bt it is out of reach or switched off. <URL>,"Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SM (2/2)"
678,My package from @115821 with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.,Tue Oct 31 20:06:57 +0000 2017,,679,"@115846 Sorry about your costume, Mike! Who's the carrier responsible for the delivery? Let's check here: https://t.co/Y5jpI9gRhE ^JZ",Tue Oct 31 20:18:27 +0000 2017,True,My package from with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.,"Sorry about your costume, Mike! Who's the carrier responsible for the delivery? Let's check here: <URL> ^JZ"
2503577,@116618 Hello! Where are the CC for Lucifer Ep 7 please? Thank you https://t.co/q0QS2e0d8a,Wed Nov 15 20:25:45 +0000 2017,,2503575,"@714024 Hello Nikki! Thanks for reaching out today about this. Just to confirm is the episode in question for Season 3 and titled as I've attached below? If so, have you tried multiple devices to confirm they're missing? ^TM https://t.co/VQ0CF3B9mE",Wed Nov 15 20:32:01 +0000 2017,True,Hello! Where are the CC for Lucifer Ep 7 please? Thank you <URL>,"Hello Nikki! Thanks for reaching out today about this. Just to confirm is the episode in question for Season 3 and titled as I've attached below? If so, have you tried multiple devices to confirm they're missing? ^TM <URL>"
