customer_tweet_id,hard_case_category,tweet_text,true_intent,true_escalation_decision,predicted_intent,predicted_confidence,drafted_reply,escalation_decision,escalation_reason,validate_draft_flags,notes
2746017,,#primenow basically isn’t. #primetomorrow #sometime #maybe,,,general_complaint_other,0.9,"""We're sorry to hear you're feeling this way. Can you share more about your experience so we can help improve it?""",auto,confidence 0.90 >= 0.9 and similarity 0.77 >= 0.74,[],
468225,,"I have been stuck with a faulty product delivered to me with full advance payment and still no one is picking up the package for return and refunding my amount since a month. This is for no fault of mine. It takes a month to sort out one refund, really? #AmazonIssues",,,delivery_shipping_issue,0.95,"Hi there, I'm sorry to hear about the trouble you're experiencing. Could you please provide more details about the product and the issue you're facing? This will help us assist you better.",auto,confidence 0.95 >= 0.9 and similarity 0.74 >= 0.74,[],
521710,,Another shipping #fail today. Why do I keep ordering stuff from them? #AmazonPrime #ripoff,,,delivery_shipping_issue,0.95,"Hi there, we're sorry to hear about the shipping issues. Can you share more about what happened? We're here to help resolve this for you.",auto,confidence 0.95 >= 0.9 and similarity 0.82 >= 0.74,[],
175405,,Amazon ruined Christmas. #holidaydumb #amazonruinedchristmas,,,general_complaint_other,0.9,"""I'm sorry to hear that you're disappointed with your experience. We'd love to understand what happened and how we can make things right. Could you share more about your situation?""",escalate,retrieval_top1_similarity 0.66 < 0.74,[],
2399800,,"What is supposed to happen if I have pay for Prime, and items keep getting pushed back and arriving after the free two day?",,,delivery_shipping_issue,0.95,"I'm sorry to hear about the delays. Sometimes, unexpected factors can affect delivery times. If you're experiencing consistent delays, please let us know so we can look into it further.",auto,confidence 0.95 >= 0.9 and similarity 0.82 >= 0.74,[],
230130,,"Jst orderd a couple of thngs with my prime accnt and b4 order, delivery date was 2mrw. After paying online, it's saturday. Why? :(",,,billing_subscription_dispute,0.9,"""Hi, I'm sorry to hear about the confusion with your delivery date. Could you please share more details about the order and the estimated delivery date mentioned in your order confirmation?""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
1626657,,How can I get Alexa to pronounce my daughter's name correctly?,,,digital_service_device_support,0.9,"Hi there, I understand you're having some trouble with Alexa's pronunciation. Could you share more about the issue you're experiencing?",escalate,retrieval_top1_similarity 0.66 < 0.74,[],
1490216,,"with some crap right there! First the green screen, now this.. <URL>",,,general_complaint_other,0.9,"""We apologize for the inconvenience. We've noted the issue and will address it promptly.""",escalate,retrieval_top1_similarity 0.61 < 0.74,[],
2747138,,Part of my order didn’t turn up. How do i get a refund?,,,refund_return_dispute,0.95,"Hi there, I'm sorry to hear about the issue with your order. Could you please provide the order number and the date of purchase? This will help us to look into the matter and process your refund accordingly.",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
418835,,What exactly is the reason for the order / payment confirmation to take more than an hour ? #Amex,,,billing_subscription_dispute,0.9,"""The processing time can vary depending on several factors. It's usually quick, but sometimes it can take a bit longer due to bank processing times or other logistical considerations.""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
728499,,plzz make mobile exchange available in a few more cities.Not available for 452001 whereas other shopping portals do offer it here,,,digital_service_device_support,0.9,"""We appreciate your feedback and understand your concern. I'll ensure your comments reach our team for review. We're always working to improve our services. Thank you for bringing this to our attention.""",escalate,retrieval_top1_similarity 0.66 < 0.74,[],
471576,,Can i just say it’s a bit pointless having an amazon help twitter account when you can’t check individual cases... The whole point of this is to help.,,,general_complaint_other,0.9,I understand your concern and apologize for any inconvenience. We aim to provide personalized assistance. Could you share more about your specific issue so we can better assist you?,escalate,retrieval_top1_similarity 0.71 < 0.74,[],
2319614,,Any particular reason why an order I was going to make for an Avermedia Live Gamer Portable instantly jumped in price from £99 to £150? It's dispatched and sold by you so why the sudden price hike? Losing a customer if you're using cookies to dictate us for your profits,,,billing_subscription_dispute,0.9,"Hi there, I understand your concern about the price change. It's possible that the price you saw was for a different time or location. We aim to provide competitive pricing and appreciate your feedback.",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
975754,,#Poor Customer Service. £554 Order was out of stock but sent charged anyway! Spent 4 hrs on this problem then offered refund £5!!,,,billing_subscription_dispute,0.95,"Hi, I'm sorry to hear about your experience. Could you please provide more details so we can assist you better?",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
1585314,,When you have Amazon prime & your package is late and then shows delivery now between 5 th and 8th but check Back on Thursday 😡 #amazonfail,,,delivery_shipping_issue,0.95,"I'm truly sorry to hear about the delay and confusion with your delivery. We understand how important timely delivery is, especially for Prime members. Let's get this sorted out together. Could you please provide more details about the order and delivery attempt?",auto,confidence 0.95 >= 0.9 and similarity 0.78 >= 0.74,[],
1983613,,received a scam email supposedly from you. Do I need to forward it to anyone to look into?,,,general_complaint_other,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
114366,,Every single time is responsible for delivery I don't get it because even though I pay for Prime they employ anybody with a car who can't be arsed to find parking! Everyone else can find the f***ing place and we don't pay them every year!,,,delivery_shipping_issue,0.95,"Hi there, I understand your frustration with the delivery delays. It's important for us to ensure that our delivery process is efficient and reliable. Could you please provide the order confirmation details so we can look into this further?",auto,confidence 0.95 >= 0.9 and similarity 0.75 >= 0.74,[],
2810726,,Please Update me Honor 7x Launch Date.,,,general_complaint_other,0.9,"""We're sorry to hear about the delay. We're working hard to ensure the launch goes smoothly and will update you as soon as we have more information.""",escalate,retrieval_top1_similarity 0.64 < 0.74,[],
1137747,,i won skybags blue backpack in app treasure hunt contest i haven't received product yet. help ASAP,,,delivery_shipping_issue,0.9,"""We're sorry to hear about the delay! Can you please provide the order number and the date you entered the contest? This will help us look into the matter.""",escalate,retrieval_top1_similarity 0.67 < 0.74,[],
205985,,order id #4__credit_card__ cancelled it but it is on the way as per status on app. When will I get my refund?,,,billing_subscription_dispute,0.9,"Hi there! I understand your concern. To help you with your refund, please provide the order ID and confirm if the purchase was made on Amazon.com or through a third-party seller.",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
1290403,,How am I supposed to add my dot to a smart home group? It does not show up as a selectable device...,,,digital_service_device_support,0.9,"""We're working on adding more features to the device. Kindly stay tuned for updates!""",escalate,generated reply failed automated safety validation: ['near-verbatim: 100% token overlap with top-1 retrieved reply'],['near-verbatim: 100% token overlap with top-1 retrieved reply'],
1012292,,I’m highly upset I ordered eyebrow pencils and I got spectra gel? Really you guys <URL>,,,marketplace_seller_trust,0.9,"Hi there, I'm really sorry to hear about the mix-up with your order. Could you please provide the order number so we can look into this for you?",escalate,"high-risk intent 'marketplace_seller_trust': requires human for account/money/trust action, regardless of confidence",[],
2170957,,I️ love audio books but and make it insanely hard to buy audio books. I️ have no idea how to buy one! UI and mobile sites are awful.,,,digital_service_device_support,0.9,"I'm sorry to hear about the difficulties you're experiencing with our audio book selection. Could you tell me which device and app you're using? Sometimes, device compatibility can affect the user experience.",escalate,retrieval_top1_similarity 0.67 < 0.74,[],
1441394,,got query regarding Alexa Please reply to my DM Thank You !,,,digital_service_device_support,0.9,"""We're here to help! Please share your query in the DM, and we'll do our best to assist you.""",escalate,retrieval_top1_similarity 0.70 < 0.74,[],
2829481,,"Hey , why is the 1rst season of Preacher only available in French in Belgium?",,,general_complaint_other,0.9,"Hi there, we're sorry to hear about this issue. Could you please let us know if you've tried accessing the first season of Preacher in English? If not, we'd be happy to assist you with that.",escalate,retrieval_top1_similarity 0.56 < 0.74,[],
322942,,Hi Team am very disappointed with new launch 10.Or G Fulfilled by Amazon. ☹️😖😤,,,delivery_shipping_issue,0.9,"""I'm sorry to hear about your experience with the new launch. Could you share more details so we can assist you better?""",escalate,retrieval_top1_similarity 0.71 < 0.74,[],
2282511,,Yet another failed delivery thanks to useless Amazon Logistics. Beginning to wonder why I'm paying for Prime.,,,delivery_shipping_issue,0.95,"""We're sorry to hear about the delivery issues. Could you please provide the order number so we can look into this for you?""",auto,confidence 0.95 >= 0.9 and similarity 0.79 >= 0.74,[],
2884212,,Not sure I’ll be renewing my Prime membership now. <URL>,,,billing_subscription_dispute,0.9,"Hi there, I understand your concerns. While I can't access your account details, I'd be glad to help. Could you share more about your specific concerns or questions regarding your Prime membership?",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
352341,,1/2 when I added this product to my cart it was deliverable to 284128 but as I proceed for checkout <URL>,,,delivery_shipping_issue,0.9,"""I apologize for the inconvenience. Could you please confirm if the delivery address has changed since you added the product to your cart?""",escalate,retrieval_top1_similarity 0.71 < 0.74,[],
257674,,While i added Axe signature In cart it was 167 nd when i placed the order i seen it was 191 Need My Refund,,,billing_subscription_dispute,0.95,"""We apologize for the inconvenience. Please visit our website to process a refund request.""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
2689384,,Anyone else having problems connecting to and ?,,,digital_service_device_support,0.9,"""Hi there! We're sorry to hear you're experiencing connection issues. Have you tried resetting your network settings on your device?""",escalate,retrieval_top1_similarity 0.71 < 0.74,[],
420464,,can you tell me why my order get cancelled <PHONE>,,,account_access,0.9,I'm sorry to hear about the issue with your order. You'll receive an email with the details. Please check your inbox.,escalate,"high-risk intent 'account_access': requires human for account/money/trust action, regardless of confidence",[],
2868423,,My fire stick recently started turning itself on and changing the input from cable to fire stick. It’s possessed. Please help!,,,digital_service_device_support,0.9,"""Hi there! It sounds like your Fire Stick might be experiencing some glitches. Have you tried resetting the device or checking for any software updates? Let's troubleshoot this together!""",escalate,retrieval_top1_similarity 0.71 < 0.74,[],
349922,,It is literally easier to swim to Somalia than return anything from,,,general_complaint_other,0.9,"""We're truly sorry to hear about your experience. Could you share more details so we can assist you better?""",escalate,retrieval_top1_similarity 0.46 < 0.74,[],
2527615,,I cannot believe my eyes when I open the box! It is supposed to be a Huawei Mate 9! Buuuut! It’s a Samsung note II! And it’s fake! Cannot even be used! You must be kidding me! I need an explanation! <URL>,,,marketplace_seller_trust,0.95,I'm sorry to hear about the mix-up with your order. Could you please provide more details about the order so we can assist you better?,escalate,"high-risk intent 'marketplace_seller_trust': requires human for account/money/trust action, regardless of confidence",[],
510300,,Isn’t charging me this price! Help please! Thx <URL>,,,billing_subscription_dispute,0.9,"""Hi there, we're sorry to hear about this issue. Could you please provide a link to the product for us to review?""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
108215,,is there a problem with orders shipping from Amazon Uk and Amazon IT? I order since 18 of November and didnt ship yet!,,,delivery_shipping_issue,0.9,Hi there! We're sorry to hear about the delay. Could you please confirm if the delivery address and contact details are correct in your order?,auto,confidence 0.90 >= 0.9 and similarity 0.77 >= 0.74,[],
950247,,"wanna replace my iphone 6 with a new Apple iPhone 6(Space Grey, 64GB) .its not available since a week. wen it will be available?",,,marketplace_seller_trust,0.9,"Hi there, I understand you're looking for an Apple iPhone 6 in Space Grey with 64GB. Currently, we only have the 32GB variant available. We do not have a specific date for when the 64GB model will be back in stock.",escalate,"high-risk intent 'marketplace_seller_trust': requires human for account/money/trust action, regardless of confidence",[],
2536355,,-why you trying to charge me for a show I paid for?! <URL>,,,billing_subscription_dispute,0.9,"Hi there, I'm sorry to hear about this issue. Could you please provide more details about the charge and the show in question? We're here to help!",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
17900,,Hey unpredictable delivery processes r killing Amazon experience in India. Loyal customers like me are dissatisfied. DO SOMETHING,,,delivery_shipping_issue,0.9,"""We apologize for the inconvenience. We're working to improve our delivery processes. Your feedback is valuable to us. (2/2)""",auto,confidence 0.90 >= 0.9 and similarity 0.77 >= 0.74,[],
1491451,,please tell your having a laugh???? 😡😡😡😡 <URL>,,,general_complaint_other,0.9,"""We're sorry to hear about your experience, Alex! Could you share more details so we can assist you better? 😊""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'Alex' (names are banned by policy)""]","[""name used in draft: 'Alex' (names are banned by policy)""]",
811623,,My money was on hold for 12 to 15 days still don't know whom to ask Order # <PHONE>,,,billing_subscription_dispute,0.9,"""We apologize for the delay. Please contact our customer service team via email for assistance. (2/2)""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
1599761,,again they send and still projector not capable with our system.,,,digital_service_device_support,0.9,"""We apologize for the inconvenience. I'll forward your feedback to our technical team for review. 1/2""",escalate,retrieval_top1_similarity 0.60 < 0.74,[],
2741824,,Account locked! no e-mail to unlock. please help! I have an important order on my account.,,,account_access,0.95,"Hi there, I'm sorry to hear about the trouble with your account. Could you please provide a bit more detail about the issue? We're here to help!",escalate,"high-risk intent 'account_access': requires human for account/money/trust action, regardless of confidence",[],
297416,,Cheating by one of the Amazon India sellers 20days for INR 3000/-. Contacted Amazon India million times. No one helped.,,,general_complaint_other,0.9,"Hi there, I'm sorry to hear about your experience. We take such matters very seriously. Could you please provide more details about the issue? We'll do our best to assist you promptly.",auto,confidence 0.90 >= 0.9 and similarity 0.83 >= 0.74,[],
1197347,,Hey what's your phishing email again?,,,general_complaint_other,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
324241,,"Awful post sales service, I hv rqstd for a return/refund of a single product 7 times bt failed and on my next attempt u blocked me <URL>",,,general_complaint_other,0.9,"""We're sorry to hear about your experience. Could you share more details so we can assist you better?""",escalate,retrieval_top1_similarity 0.73 < 0.74,[],
1347556,,when is the next amazon sale ????,,,general_complaint_other,0.9,"""We haven't made any announcement yet. Please stay tuned for more updates on the upcoming sales!""",auto,confidence 0.90 >= 0.9 and similarity 0.82 >= 0.74,[],
901515,,I’m so mad at right now. <URL>,,,general_complaint_other,0.9,I'm sorry to hear you're upset. Can you share more about what's happening? We're here to help!,escalate,retrieval_top1_similarity 0.72 < 0.74,[],
2305788,,Apparently it was a mistake to order #Battlefront 2 Deluxe from Dont think ill be making that mistake again. Might try and see if its not too late at gamestop,,,general_complaint_other,0.9,"""Hi there, I'm sorry to hear about the mix-up with your #Battlefront 2 Deluxe order. It's unfortunate when things don't go as planned. If you're considering purchasing from GameStop, I hope you find what you're looking for. If you need any further assistance, feel free to reach out!""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'GameStop' (names are banned by policy)""]","[""name used in draft: 'GameStop' (names are banned by policy)""]",
108091,,"Disappointed that I ordered something through Prime, expected to receive today and now had email to say won't be here for up to two more days.",,,delivery_shipping_issue,0.95,"""Hi there! I'm sorry to hear about the delay. Could you please confirm if the delivery date was provided at checkout?""",auto,confidence 0.95 >= 0.9 and similarity 0.82 >= 0.74,[],
1047288,,Shopped on ; no communication from for installation of the product. Will return in 2 days if not assisted.,,,general_complaint_other,0.9,"""We're sorry to hear about your experience. Could you please share more details so we can help resolve this?""",escalate,retrieval_top1_similarity 0.69 < 0.74,[],
546462,,"My local logistics delivery drivers are absolute cowboys and living large with ANOTHER stolen parcel. Why do I pay for this ""service""",,,delivery_shipping_issue,0.95,Hi there. We're sorry to hear about your experience. Could you please provide more details about the incident so we can assist you further?,escalate,retrieval_top1_similarity 0.68 < 0.74,[],
2884240,,"hi, why do you keep taking £1 from my account? One of them been there since 22/11? <URL>",,,billing_subscription_dispute,0.95,"""Hello! We're sorry to hear about this issue. Can you tell us more about the charges you're seeing without sharing any personal account details?""",escalate,"high-risk intent 'billing_subscription_dispute': requires human for account/money/trust action, regardless of confidence",[],
2638482,,"i am gonna start legal fight with amazon india and after to reaching india sending notic to amazon ceo, as well as amazon india.my id is __email__...............................account phone no-<PHONE>",,,general_complaint_other,0.9,I'm sorry to hear about your situation. Please provide more details so we can assist you better.,auto,confidence 0.90 >= 0.9 and similarity 0.77 >= 0.74,[],
2431177,,i have been sent a presale link 4 michael buble but its for the and i would like to go to ireland can you help please??,,,general_complaint_other,0.9,"""Hi there! I'm glad to hear you're excited about Michael Buble's concert. For Ireland tickets, you'll need to select your preferred seating during the pre-sale process. If you're having trouble, please let me know so I can assist further!""",escalate,retrieval_top1_similarity 0.65 < 0.74,[],
1091315,,Whats the point of getting 2 day shipping if its not gonna get here till next fuckin week?!?!?! WTF,,,delivery_shipping_issue,0.95,"""Hello, I understand your frustration. Two-Day Shipping refers to the transit time, in business days, once an item is shipped. Orders shipping over a weekend can extend your wait.""",auto,confidence 0.95 >= 0.9 and similarity 0.86 >= 0.74,[],
2391837,,ord no:<PHONE> my sis purchased it wantd 2 return. PFA img this is hw I got it. Filed claim no response frm seller 1/n <URL>,,,refund_return_dispute,0.9,"""Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. (2/2)""",escalate,"high-risk intent 'refund_return_dispute': requires human for account/money/trust action, regardless of confidence",[],
1439437,,"Hi , I have pre-ordered One X through Amazon Germany. Will I get the same goodies (game codes) like all? Just curious",,,general_complaint_other,0.9,"""Hi there, please check the site periodically to see if the same goodies will be available for your preorder.""",escalate,retrieval_top1_similarity 0.73 < 0.74,[],
206777,,bizarre! delivered the wrong item. insist we arrange return & not be refunded for a week?! 35mins on phone,,,delivery_shipping_issue,0.95,"""I'm sorry for the mix-up. We'll make sure to sort out the return for you promptly. Can you please provide the order number so we can assist you further?""",auto,confidence 0.95 >= 0.9 and similarity 0.75 >= 0.74,[],
46513,,When is episode 5 of Lethal Weapon Season 2 dropping? #lethalweapon #amazonprime,,,positive_feedback,0.9,"""We haven't made any announcement on the same yet. Stay tuned on Prime Video for upcoming updates.""",escalate,retrieval_top1_similarity 0.61 < 0.74,[],
354627,,to the hell with you guys it’s not a matter of 500 rs it’s just brand like amazon have bots who are replying the same thing again,,,general_complaint_other,0.9,"""We understand your frustration and apologize for any inconvenience caused. We continuously work to improve our customer service. Thank you for bringing this to our attention.""",auto,confidence 0.90 >= 0.9 and similarity 0.75 >= 0.74,[],
259944,,"Apple Inc device ,IMEI no:__credit_card__ is not working. Got it through Amazon on 2oth September. Damages? Apple or Amazon?",,,digital_service_device_support,0.9,"""Please don’t provide your account details, we consider them to be personal info. Our Twitter page is visible to the public. 2/2""",escalate,generated reply failed automated safety validation: ['near-verbatim: 90% token overlap with top-1 retrieved reply'],['near-verbatim: 90% token overlap with top-1 retrieved reply'],
932281,,how do I remove these old magazines I ‘borrowed’ from my devices? VERY annoying! <URL>,,,general_complaint_other,0.9,"""Hello! You can remove unwanted items from your device by accessing the 'My Library' section and selecting the magazines to delete. If you're using a Kindle device, you can simply tap and hold the magazine cover to see the delete option. If you're using a Kindle app on your computer, you can right-click the magazine and select 'Remove from device'. Enjoy a clutter-free reading experience!""",escalate,retrieval_top1_similarity 0.72 < 0.74,[],
739055,,how does one get to speak to a human being these days now that your phone number is no longer valid? Website not solving issues..,,,general_complaint_other,0.9,"""Please visit our contact page and select 'Speak to an agent' option. We'll connect you with a representative as soon as possible.""",escalate,retrieval_top1_similarity 0.72 < 0.74,[],
332389,,#Amazon Amazon India Thanks to start selling such type of useful gadgets. Thanks... <URL>,,,positive_feedback,0.9,"Hi there! We're thrilled to hear you're finding our selection of useful gadgets to your liking. We're always working to improve our offerings, and your feedback is invaluable to us. Thank you for your support!",auto,confidence 0.90 >= 0.9 and similarity 0.77 >= 0.74,[],
420263,,ordered this <URL> for my injury. Got as an image. Arrogance CS. Horrible experience <URL>,,,general_complaint_other,0.9,"""Hi there! I'm really sorry to hear about your experience. Could you please share more details so we can help resolve this?""",escalate,retrieval_top1_similarity 0.66 < 0.74,[],
307303,,Me waiting for my prime package only to find out it was never going to show up <URL>,,,delivery_shipping_issue,0.95,"""We're sorry to hear about this issue. Can you confirm if the delivery address is correct? If there's an issue, we'll work to resolve it promptly.""",auto,confidence 0.95 >= 0.9 and similarity 0.79 >= 0.74,[],
2369692,,I still cannot claim my Hearthstone loot. I keep getting told that my Blizzard account has already claimed it. It hasn't. Blizzard referred me to Amazon. Amazon referred me to Blizzard. WTF?!,,,general_complaint_other,0.9,"""Hello, I'm sorry to hear about this confusion. Can you please provide more details about the issue?""",escalate,retrieval_top1_similarity 0.68 < 0.74,[],
2278685,,It's not worth #Prime when they guarantee delivery and #failed multiple times - even now a delay after another guarantee! might as well go to or <URL>,,,delivery_shipping_issue,0.9,"""We apologize for the inconvenience. Could you please share more details about your order and the issues faced? We're here to help.""",auto,confidence 0.90 >= 0.9 and similarity 0.82 >= 0.74,[],
1728607,fraud_keyword,it’s a fraud Amazon I have not taken the delivery already notified your call centre <URL>,,,general_complaint_other,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
1260149,fraud_keyword,"- please confirm- fake email/phishing #scam? Definitely haven't signed up for prime and ""amazon"" email address very dodgy! #Amazon <URL>",,,digital_service_device_support,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
2523373,fraud_keyword,Someone entered my home without permission and left an package behind. Just got off the phone with the police to report the b&e and suspicious package.,,,delivery_shipping_issue,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
362035,fraud_keyword,wtf amazon 1 day I made an order with French amazon I'm getting phishing email with my partial credit card details!!,,,digital_service_device_support,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
91244,fraud_keyword,Amazon Selling Fake Bose Speakers in India #Not offering Replacement #Fake Discount @ Amazon Scam in India #Poor CX #,,,marketplace_seller_trust,0.95,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
441891,fraud_keyword,"#Fake_promises #Liar #fraud #Cheating #42inch tv ki 40"" paisa #khaya #Hsrrasing with #replacement #Irritating_Service <URL>",,,general_complaint_other,0.95,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
2810756,fraud_keyword,Hey I ordered for a bluetooth speaker and received a mobile phone cover instead. What I considered as a myth turned out to be a reality. #Fraud,,,marketplace_seller_trust,0.95,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
786507,fraud_keyword,Icing on the cake-delivery was refused. where are the 20 requests to deliver?False&fraud. <URL>,,,delivery_shipping_issue,0.95,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
63826,fraud_keyword,Hi order number is <PHONE> ordered wallet yesterday but there is no wallet in it . Got empty box . See to it asap . This is a fraud happening and you will loose a valuable customer now registered number <PHONE> <URL>,,,delivery_shipping_issue,0.95,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
2725938,fraud_keyword,"I received a confirmation email from Amazon UK confirming a purchase, but I live in the US and did not purchase anything in the UK. How can I forward this email to customer service? Looks legit and not a phishing email.",,,general_complaint_other,0.9,We've flagged this for immediate review by our security team.,escalate,security/fraud keyword match,[],
1013071,near_verbatim_stress,Any update on when #suits season 7 is coming to ?,,,general_complaint_other,0.9,"""We do not have an update on this. However, we'll continue to add new content. I'll share your preference internally to the concerned team. Stay tuned.""",auto,confidence 0.90 >= 0.9 and similarity 0.76 >= 0.74,[],
990687,near_verbatim_stress,when are you adding suits season 7?,,,general_complaint_other,0.9,"""We will let you know when these episodes are back. We’re really sorry for the inconvenience caused. (2/2)""",escalate,generated reply failed automated safety validation: ['near-verbatim: 94% token overlap with top-1 retrieved reply'],['near-verbatim: 94% token overlap with top-1 retrieved reply'],
471560,near_verbatim_stress,#AmazonRechargesQuiz where are result.,,,general_complaint_other,0.9,"""We're working on announcing the winners soon. Please stay tuned.""",auto,confidence 0.90 >= 0.9 and similarity 0.90 >= 0.74,[],
327609,pay_for_vocab_overlap,When you pay for Express Delivery on something from and it doesn't even turn up.!!! Absolute joke.!!! 😡😡,,,delivery_shipping_issue,0.95,"""I'm sorry to hear about this issue. Could you please provide the order number so we can look into it further? Our team is here to help!""",auto,confidence 0.95 >= 0.9 and similarity 0.75 >= 0.74,[],
1290427,pay_for_vocab_overlap,what is happening with your same day delivery. Yet again my order hasn’t been delivered or dispatched. What am I paying for???????,,,delivery_shipping_issue,0.95,"""We're sorry to hear about this inconvenience. Could you please confirm the delivery date you were given in the confirmation email? It's possible there may have been a miscommunication or a delay. We're here to help sort this out.""",auto,confidence 0.95 >= 0.9 and similarity 0.80 >= 0.74,[],
2610733,pay_for_vocab_overlap,what a joke! Pay for prime for next day delivery. 3 days later still no order. And last 4 emails from them are auto response with nobody answering my questions!,,,delivery_shipping_issue,0.95,I'm sorry to hear about the inconvenience you've experienced. We aim to provide timely service. Could you please let us know if you received any order confirmation or updates from us?,auto,confidence 0.95 >= 0.9 and similarity 0.82 >= 0.74,[],
2590679,pay_for_vocab_overlap,SECOND time this week I haven’t got my delivery on time despite paying for amazon prime since inception #angry,,,delivery_shipping_issue,0.95,"Hi there, I'm sorry to hear about the delay. We always aim for timely deliveries and I apologize for this inconvenience. Please let us know if your order doesn't arrive by the updated delivery date.",auto,confidence 0.95 >= 0.9 and similarity 0.75 >= 0.74,[],
337421,pay_for_vocab_overlap,SERIOUSLY why do I pay for prime when nothing EVER comes in 2 days?!?! 😩,,,delivery_shipping_issue,0.95,"I understand your frustration and we're here to help. Prime offers expedited shipping, but sometimes delays can occur due to unforeseen circumstances.",auto,confidence 0.95 >= 0.9 and similarity 0.83 >= 0.74,[],
2736181,pay_for_vocab_overlap,is taking the literal piss. Paid for one day delivery to still be sat waiting for my parcel 3 days later 🤔,,,delivery_shipping_issue,0.95,"I'm so sorry for the delay, Alex. Could you please confirm the delivery date from your order confirmation email? Have you received any delivery updates via email?",auto,confidence 0.95 >= 0.9 and similarity 0.77 >= 0.74,[],
2919904,pay_for_vocab_overlap,what’s going on in Miami regarding no deliveries? Isn’t that what I pay for? 2/hr delivery?,,,delivery_shipping_issue,0.9,"""We apologize for the inconvenience. During peak times, delivery times may be affected. You can check the expected delivery time during checkout.""",escalate,retrieval_top1_similarity 0.70 < 0.74,[],
723681,pay_for_vocab_overlap,"Why is my Amazon prime shipping not 2 days anymore? I have to wait more than a week for my items to get here. I pay for this, wth!?",,,delivery_shipping_issue,0.9,"""We're sorry to hear about the delay. Two-Day Shipping means the delivery time after your order has been shipped. Could you please check if the delivery date was correctly stated in your order confirmation?""",auto,confidence 0.90 >= 0.9 and similarity 0.84 >= 0.74,[],
792043,pay_for_vocab_overlap,Phone booked & paid for on 4th Oct. No delivery yet! Cust Care keeps giving false promises. Sort this out. Can't keep waitin 4ever,,,delivery_shipping_issue,0.95,"""We apologize for the inconvenience. Please wait for the updated delivery estimate. Your patience is greatly appreciated. 2/2""",auto,confidence 0.95 >= 0.9 and similarity 0.75 >= 0.74,[],
2008300,pay_for_vocab_overlap,"why am I paying for Prime if my ""two day free shipping"" takes more than two days....",,,delivery_shipping_issue,0.95,"""Hi there, I understand your concern. Two-Day Shipping refers to the time taken for delivery after your order has been shipped. I apologize for any confusion.""",auto,confidence 0.95 >= 0.9 and similarity 0.84 >= 0.74,[],
121127,low_retrieval_similarity,How can you tell is home? is playing . #Thanksgivingday2017,,,general_complaint_other,0.9,"""Hey there! We're glad you're enjoying your Thanksgiving Day with us! If you're having trouble with the audio, please try restarting your device. If the issue persists, let us know so we can help further. Happy listening!""",escalate,retrieval_top1_similarity 0.53 < 0.74,[],
2289710,low_retrieval_similarity,is a great guy. Truely but isn't trustworthy.,,,general_complaint_other,0.9,"Hi there! We're sorry to hear about your experience. We aim to provide the best service possible. If you'd like, we can connect you with a different representative to assist you further.",escalate,retrieval_top1_similarity 0.55 < 0.74,[],
2399407,low_retrieval_similarity,I think are now mocking me. “Have you taken Medicine?” <URL>,,,general_complaint_other,0.9,"Hi there! We're sorry to hear you're not feeling well. It's important to take care of your health. If you're not sure about your medication, please consult with a healthcare professional.",escalate,retrieval_top1_similarity 0.59 < 0.74,[],
1239489,low_retrieval_similarity,Ordering from has become less about getting new food and more about getting rid of all these freezer totes.,,,general_complaint_other,0.9,"""We're sorry to hear about your experience with Amazon. Could you share more details so we can assist you better?""",escalate,retrieval_top1_similarity 0.60 < 0.74,[],
